Date,open,high,low,close,adj_close,volume,Value_USD,CPI_USD,real_close
2023-05-05 00:00:00+00:00,4084.72998046875,4147.02001953125,4084.72998046875,4136.25,4136.25,4186270000.0,4136.25,304.127,4157.521031509862
2023-05-08 00:00:00+00:00,4136.97998046875,4142.2998046875,4123.81005859375,4138.1201171875,4138.1201171875,3641640000.0,4138.1201171875,304.127,4159.400765940426
2023-05-09 00:00:00+00:00,4124.25,4130.35009765625,4116.64990234375,4119.169921875,4119.169921875,3810140000.0,4119.169921875,304.127,4140.353117572233
2023-05-10 00:00:00+00:00,4143.740234375,4154.27978515625,4098.919921875,4137.64013671875,4137.64013671875,4057160000.0,4137.64013671875,304.127,4158.918317129657
2023-05-11 00:00:00+00:00,4132.240234375,4132.7998046875,4109.2900390625,4130.6201171875,4130.6201171875,3752900000.0,4130.6201171875,304.127,4151.86219652699
2023-05-12 00:00:00+00:00,4138.5400390625,4143.740234375,4099.1201171875,4124.080078125,4124.080078125,3533740000.0,4124.080078125,304.127,4145.288524735091
2023-05-15 00:00:00+00:00,4126.64990234375,4141.25,4110.27001953125,4136.27978515625,4136.27978515625,3562170000.0,4136.27978515625,304.127,4157.550969838913
2023-05-16 00:00:00+00:00,4127.9501953125,4135.5400390625,4109.85986328125,4109.89990234375,4109.89990234375,3654200000.0,4109.89990234375,304.127,4131.035426145535
2023-05-17 00:00:00+00:00,4122.85009765625,4164.669921875,4113.6201171875,4158.77001953125,4158.77001953125,4039080000.0,4158.77001953125,304.127,4180.15686223363
2023-05-18 00:00:00+00:00,4157.68017578125,4202.2001953125,4153.5,4198.0498046875,4198.0498046875,3980500000.0,4198.0498046875,304.127,4219.638647159662
2023-05-19 00:00:00+00:00,4204.14990234375,4212.91015625,4180.2001953125,4191.97998046875,4191.97998046875,4041900000.0,4191.97998046875,304.127,4213.537608332941
2023-05-22 00:00:00+00:00,4190.77978515625,4209.22021484375,4179.68017578125,4192.6298828125,4192.6298828125,3728520000.0,4192.6298828125,304.127,4214.190852856983
2023-05-23 00:00:00+00:00,4176.7998046875,4185.68017578125,4142.5400390625,4145.580078125,4145.580078125,4155320000.0,4145.580078125,304.127,4166.899090386941
2023-05-24 00:00:00+00:00,4132.9599609375,4132.9599609375,4103.97998046875,4115.240234375,4115.240234375,3739160000.0,4115.240234375,304.127,4136.403221306651
2023-05-25 00:00:00+00:00,4155.7099609375,4165.740234375,4129.72998046875,4151.27978515625,4151.27978515625,4147760000.0,4151.27978515625,304.127,4172.628108665785
2023-05-26 00:00:00+00:00,4156.16015625,4212.8701171875,4156.16015625,4205.4501953125,4205.4501953125,3715460000.0,4205.4501953125,304.127,4227.077094948075
2023-05-30 00:00:00+00:00,4226.7099609375,4231.10009765625,4192.18017578125,4205.52001953125,4205.52001953125,4228510000.0,4205.52001953125,304.127,4227.147278244047
2023-05-31 00:00:00+00:00,4190.740234375,4195.43994140625,4166.14990234375,4179.830078125,4179.830078125,5980670000.0,4179.830078125,304.127,4201.325224041631
2023-06-01 00:00:00+00:00,4183.02978515625,4232.43017578125,4171.64013671875,4221.02001953125,4221.02001953125,4391860000.0,4221.02001953125,305.109,4229.071678614946
2023-06-02 00:00:00+00:00,4241.009765625,4290.669921875,4241.009765625,4282.3701171875,4282.3701171875,4454200000.0,4282.3701171875,305.109,4290.538802503906
2023-06-05 00:00:00+00:00,4282.990234375,4299.27978515625,4266.81982421875,4273.7900390625,4273.7900390625,3813290000.0,4273.7900390625,305.109,4281.942357751016
2023-06-06 00:00:00+00:00,4271.33984375,4288.330078125,4263.08984375,4283.85009765625,4283.85009765625,3996560000.0,4283.85009765625,305.109,4292.021606057628
2023-06-07 00:00:00+00:00,4285.47021484375,4299.18994140625,4263.9599609375,4267.52001953125,4267.52001953125,4537800000.0,4267.52001953125,305.109,4275.6603780633395
2023-06-08 00:00:00+00:00,4268.68994140625,4298.009765625,4261.06982421875,4293.93017578125,4293.93017578125,3826740000.0,4293.93017578125,305.109,4302.120912083046
2023-06-09 00:00:00+00:00,4304.8798828125,4322.6201171875,4291.7001953125,4298.85986328125,4298.85986328125,3786510000.0,4298.85986328125,305.109,4307.060003035993
2023-06-12 00:00:00+00:00,4308.31982421875,4340.1298828125,4304.3701171875,4338.93017578125,4338.93017578125,3945670000.0,4338.93017578125,305.109,4347.206750258912
2023-06-13 00:00:00+00:00,4352.60986328125,4375.3701171875,4349.31005859375,4369.009765625,4369.009765625,4275400000.0,4369.009765625,305.109,4377.34371737206
2023-06-14 00:00:00+00:00,4366.2900390625,4391.81982421875,4337.85009765625,4372.58984375,4372.58984375,4252110000.0,4372.58984375,305.109,4380.930624549854
2023-06-15 00:00:00+00:00,4365.330078125,4439.2001953125,4362.60009765625,4425.83984375,4425.83984375,4176690000.0,4425.83984375,305.109,4434.282199724627
2023-06-16 00:00:00+00:00,4440.9501953125,4448.47021484375,4407.43994140625,4409.58984375,4409.58984375,6848600000.0,4409.58984375,305.109,4418.001202605565
2023-06-20 00:00:00+00:00,4396.10986328125,4400.14990234375,4367.18994140625,4388.7099609375,4388.7099609375,4055790000.0,4388.7099609375,305.109,4397.081491103
2023-06-21 00:00:00+00:00,4380.009765625,4386.22021484375,4360.14013671875,4365.68994140625,4365.68994140625,3709330000.0,4365.68994140625,305.109,4374.017560538752
2023-06-22 00:00:00+00:00,4355.39990234375,4382.25,4351.81982421875,4381.89013671875,4381.89013671875,3511000000.0,4381.89013671875,305.109,4390.248657967125
2023-06-23 00:00:00+00:00,4354.169921875,4366.5498046875,4341.33984375,4348.330078125,4348.330078125,6053620000.0,4348.330078125,305.109,4356.624583057562
2023-06-26 00:00:00+00:00,4344.83984375,4362.06005859375,4328.080078125,4328.81982421875,4328.81982421875,3415030000.0,4328.81982421875,305.109,4337.077113048957
2023-06-27 00:00:00+00:00,4337.35986328125,4384.419921875,4335.0,4378.41015625,4378.41015625,3573500000.0,4378.41015625,305.109,4386.762039383364
2023-06-28 00:00:00+00:00,4367.47998046875,4390.35009765625,4360.22021484375,4376.85986328125,4376.85986328125,3739330000.0,4376.85986328125,305.109,4385.208789207492
2023-06-29 00:00:00+00:00,4374.93994140625,4398.39013671875,4371.97021484375,4396.43994140625,4396.43994140625,3696660000.0,4396.43994140625,305.109,4404.826216625593
2023-06-30 00:00:00+00:00,4422.43994140625,4458.47998046875,4422.43994140625,4450.3798828125,4450.3798828125,3923450000.0,4450.3798828125,305.109,4458.869049280212
2023-07-03 00:00:00+00:00,4450.47998046875,4456.4599609375,4442.2900390625,4455.58984375,4455.58984375,2034280000.0,4455.58984375,305.691,4455.58984375
2023-07-05 00:00:00+00:00,4442.0400390625,4454.06005859375,4436.60986328125,4446.81982421875,4446.81982421875,3482620000.0,4446.81982421875,305.691,4446.81982421875
2023-07-06 00:00:00+00:00,4422.6201171875,4422.6201171875,4385.0498046875,4411.58984375,4411.58984375,3682020000.0,4411.58984375,305.691,4411.58984375
2023-07-07 00:00:00+00:00,4404.5400390625,4440.39013671875,4397.39990234375,4398.9501953125,4398.9501953125,3630480000.0,4398.9501953125,305.691,4398.9501953125
2023-07-10 00:00:00+00:00,4394.22998046875,4412.60009765625,4389.919921875,4409.52978515625,4409.52978515625,3429600000.0,4409.52978515625,305.691,4409.52978515625
2023-07-11 00:00:00+00:00,4415.5498046875,4443.64013671875,4408.4599609375,4439.259765625,4439.259765625,3624220000.0,4439.259765625,305.691,4439.259765625
2023-07-12 00:00:00+00:00,4467.68994140625,4488.33984375,4463.22998046875,4472.16015625,4472.16015625,3920290000.0,4472.16015625,305.691,4472.16015625
2023-07-13 00:00:00+00:00,4491.5,4517.3798828125,4489.35986328125,4510.0400390625,4510.0400390625,3839530000.0,4510.0400390625,305.691,4510.0400390625
2023-07-14 00:00:00+00:00,4514.60986328125,4527.759765625,4499.56005859375,4505.419921875,4505.419921875,3647450000.0,4505.419921875,305.691,4505.419921875
2023-07-17 00:00:00+00:00,4508.85986328125,4532.85009765625,4504.89990234375,4522.7900390625,4522.7900390625,3538240000.0,4522.7900390625,305.691,4522.7900390625
2023-07-18 00:00:00+00:00,4521.77978515625,4562.2998046875,4514.58984375,4554.97998046875,4554.97998046875,4090010000.0,4554.97998046875,305.691,4554.97998046875
2023-07-19 00:00:00+00:00,4563.8701171875,4578.43017578125,4557.47998046875,4565.72021484375,4565.72021484375,4115670000.0,4565.72021484375,305.691,4565.72021484375
2023-07-20 00:00:00+00:00,4554.3798828125,4564.740234375,4527.56005859375,4534.8701171875,4534.8701171875,3761770000.0,4534.8701171875,305.691,4534.8701171875
2023-07-21 00:00:00+00:00,4550.16015625,4555.0,4535.7900390625,4536.33984375,4536.33984375,3570190000.0,4536.33984375,305.691,4536.33984375
2023-07-24 00:00:00+00:00,4543.39013671875,4563.41015625,4541.2900390625,4554.64013671875,4554.64013671875,3856250000.0,4554.64013671875,305.691,4554.64013671875
2023-07-25 00:00:00+00:00,4555.18994140625,4580.6201171875,4552.419921875,4567.4599609375,4567.4599609375,3812470000.0,4567.4599609375,305.691,4567.4599609375
2023-07-26 00:00:00+00:00,4558.9599609375,4582.47021484375,4547.580078125,4566.75,4566.75,3990290000.0,4566.75,305.691,4566.75
2023-07-27 00:00:00+00:00,4598.259765625,4607.06982421875,4528.56005859375,4537.41015625,4537.41015625,4553210000.0,4537.41015625,305.691,4537.41015625
2023-07-28 00:00:00+00:00,4565.75,4590.16015625,4564.009765625,4582.22998046875,4582.22998046875,3981010000.0,4582.22998046875,305.691,4582.22998046875
